Plot ID,Sowing date,Harvest date,Width,Length,Row,Column,Replicate,Rack,Accession,AlDe_CalcIcpYldRe_ppm,AlWtGr_CalcIcpTgw_uggrain,AsDe_CalcIcpYldRe_ppm,AsWtGr_CalcIcpTgw_uggrain,AwnPreAb_Vis_0to1 2019-08-07,CaDe_CalcIcpYldRe_ppm,CaWtGr_CalcIcpTgw_uggrain,CdDe_CalcIcpYldRe_ppm,CdWtGr_CalcIcpTgw_uggrain,CoDe_CalcIcpYldRe_ppm,CoWtGr_CalcIcpTgw_uggrain,CrDe_CalcIcpYldRe_ppm,CrWtGr_CalcIcpTgw_uggrain,CuDe_CalcIcpYldRe_ppm,CuWtGr_CalcIcpTgw_uggrain,FeDe_CalcIcpYldRe_ppm,FeWtGr_CalcIcpTgw_uggrain,FrWtGrnPl_Fh_kg,GrnAlCnc_Icp_ppm,GrnAlOff_CalcIcpYld_kgha,GrnAsCnc_Icp_ppm,GrnAsOff_CalcIcpYld_kgha,GrnCaCnc_Icp_ppm,GrnCaOff_CalcIcpYld_kgha,GrnCdCnc_Icp_ppm,GrnCdOff_CalcIcpYld_kgha,GrnCoCnc_Icp_ppm,GrnCoOff_CalcIcpYld_kgha,GrnCrCnc_Icp_ppm,GrnCrOff_CalcIcpYld_kgha,GrnCuCnc_Icp_ppm,GrnCuOff_CalcIcpYld_kgha,GrnFeCnc_Icp_ppm corrected,GrnFeOff_CalcIcpYld_kgha,GrnKCnc_Icp_ppm,GrnKOff_CalcIcpYld_kgha,GrnMc_CalcFh_%,GrnMgCnc_Icp_ppm,GrnMgOff_CalcIcpYld_kgha,GrnMnCnc_Icp_ppm,GrnMnOff_CalcIcpYld_kgha,GrnMoCnc_Icp_ppm,GrnMoOff_CalcIcpYld_kgha,GrnNaCnc_Icp_ppm,GrnNaOff_CalcIcpYld_kgha,GrnNiCnc_Icp_ppm,GrnNiOff_CalcIcpYld_kgha,GrnPCnc_Icp_ppm,GrnPOff_CalcIcpYld_kgha,GrnPbCnc_Icp_ppm,GrnPbOff_CalcIcpYld_kgha,GrnSCnc_Icp_ppm,GrnSOff_CalcIcpYld_kgha,GrnSeCnc_Icp_ppm,GrnSeOff_CalcIcpYld_kgha,GrnSsDrWt_Fh_g,GrnSsFrWt_Fh_g,GrnTiCnc_Icp_ppm,GrnTiOff_CalcIcpYld_kgha,GrnYld100_Fh_tha,GrnYld85_Fh_tha,GrnZnCnc_Icp_ppm,GrnZnOff_CalcIcpYld_kgha,HarPlL_Fh_m,HarPlW_Fh_m,KDe_CalcIcpYldRe_ppm,KWtGr_CalcIcpTgw_uggrain,LodAr_Vis_% 2019-08-05 2019-08-07,LodSev_Vis_0to10 2019-08-05 2019-08-07,MgDe_CalcIcpYldRe_ppm,MgWtGr_CalcIcpTgw_uggrain,MnDe_CalcIcpYldRe_ppm,MnWtGr_CalcIcpTgw_uggrain,MoDe_CalcIcpYldRe_ppm,MoWtGr_CalcIcpTgw_uggrain,NaDe_CalcIcpYldRe_ppm,NaWtGr_CalcIcpTgw_uggrain,NiDe_CalcIcpYldRe_ppm,NiWtGr_CalcIcpTgw_uggrain,NoGr_TgwMeas_No,NoGr_TgwMeas_No sample_1,NoGr_TgwMeas_No sample_2,PDe_CalcIcpYldRe_ppm,PWtGr_CalcIcpTgw_uggrain,PbDe_CalcIcpYldRe_ppm,PbWtGr_CalcIcpTgw_uggrain,SDe_CalcIcpYldRe_ppm,SWtGr_CalcIcpTgw_uggrain,SeDe_CalcIcpYldRe_ppm,SeWtGr_CalcIcpTgw_uggrain,TGW_CalcTGW_g,TGrUa_CalcFh_m2,TiDe_CalcIcpYldRe_ppm,TiWtGr_CalcIcpTgw_uggrain,WtGr_TgwMeas_g,WtGr_TgwMeas_g sample_1,WtGr_TgwMeas_g sample_2,ZnDe_CalcIcpYldRe_ppm,ZnWtGr_CalcIcpTgw_uggrain
67,2018-10-26,2019-08-08,1.8,4.483,19,8,3,8,ParW396_0015,-6.778968865,0.160783694,-0.038869872,0.000495481,,-97.30640328,16.42722633,,,-0.003788703,0.000552652,-0.065392127,0.007756189,0.293407918,0.171169745,-10.75262544,1.767381925,5.63,4.2185,0.026154355,0.013,8.05989,431.003,2.672183394,,,0.0145,8.98988,0.2035,0.001261683,4.491,0.027843833,46.371,0.287496412,4367.764,27.07978002,11.13744076,1084.293,6.72252803,26.555,0.164638831,0.4495,0.002786863,12.911,0.080047145,0.0205,0.000127098,3948.57,24.48081146,0.042,0.000260397,1671.742,10.36466384,,,75.0,84.4,0.8695,0.005390829,6.199918315,7.294021547,25.1,0.15561795,4.483,1.8,60.33572915,166.472734,95.0,9.0,-88.44986698,41.32668802,-14.62437373,1.012115914,0.150009572,0.01713222,-1.547541798,0.492089194,-0.134525192,0.000781336,,506.0,512.0,-131.3405936,150.4955953,-0.001946777,0.001600786,-14.05143342,63.71668919,,,38.11394892,16.26679599,-0.180915603,0.033140079,,19.9,18.9,-0.002194978,0.956660118
68,2018-10-26,2019-08-08,1.8,4.483,19,9,3,9,ParW216_0011,-8.049248584,0.065058556,,,1.0,-24.27753257,17.77448309,,,-0.014772152,7.14144,-0.101640499,0.005231108,1.071841685,0.186141741,-9.779849148,1.587703709,6.076,1.822,0.012178344,,,497.784,3.327214578,,,0.002,1.33681,0.1465,0.000979214,5.213,0.034843968,44.4645,0.297203069,4354.092,29.10298117,11.23058542,1156.372,7.729251595,35.493,0.237237089,0.4555,0.003044586,11.474,0.076692823,,,4088.0835,27.32496628,,,1803.1075,12.05206588,,,74.3,83.7,0.5385,0.003599362,6.684052878,7.863591622,26.975,0.180302326,4.483,1.8,60.67202235,155.4725234,95.0,9.0,5.582748062,41.29083007,-5.227895176,1.26735638,0.15379323,0.016264639,-2.947757537,0.409704649,,,,504.0,507.0,60.84916251,145.9740993,,,142.7338214,64.38395722,,,35.70722057,18.71905114,-0.43346597,0.019228338,,18.1,18.0,2.668078094,0.963202275
69,2018-10-26,2019-08-08,1.8,4.483,19,10,3,10,ParW685_0011,-7.689667906,0.13152012,-0.001490622,0.001991833,1.0,-59.00752009,18.51615538,,,,,-0.082384081,0.007375697,0.659070056,0.191610359,-5.40238377,2.042693426,5.591,3.3345,0.020635357,0.0505,0.000312516,469.45,2.905163651,,,,,0.187,0.001157238,4.858,0.030063447,51.7895,0.320496268,3870.861,23.95459511,10.68322981,1205.92,7.462764831,39.392,0.24377507,0.2885,0.001785365,12.8905,0.079772099,0.0075,4.64133,4022.548,24.89330117,0.0385,0.000238255,1811.8985,11.21282706,0.05,0.000309422,71.9,80.5,0.4615,0.002855966,6.18844105,7.280518883,30.178,0.186754774,4.483,1.8,-436.8993622,152.675394,95.0,9.0,32.6566838,47.5641753,-1.798242776,1.553708367,-0.010937885,0.011379084,-1.568913833,0.50843008,-0.147685076,0.000295817,,500.0,504.0,-58.61137734,158.6582677,-0.0054259,0.001518526,125.5024464,71.46531932,-0.016617961,0.001972112,39.44223108,15.6898859,-0.59077539,0.01820259,,19.9,19.7,5.05695167,1.190287649
70,2018-10-26,2019-08-08,1.8,4.483,19,11,3,11,ParW811_0012,-11.75897939,0.072258082,,,,0.33457875,17.67887921,,,,,-0.128485776,0.006338997,-0.338918505,0.129973759,-20.94083728,1.421070204,4.478,2.2285,0.010952155,,,545.2315,2.67958704,,,,,0.1955,0.000960802,4.0085,0.019700118,43.827,0.215391556,3745.3725,18.40695487,11.43867925,1261.6705,6.200588045,37.824,0.185889297,0.209,0.001027148,11.723,0.05761369,0.0235,0.000115493,4014.8685,19.73141611,,,1608.0785,7.903039917,,,75.1,84.8,0.4485,0.002204192,4.914585897,5.781865761,29.3515,0.144250468,4.483,1.8,-599.2464917,121.441971,95.0,9.0,30.6428187,40.90908242,-4.572591827,1.226425706,-0.084606243,0.006776728,-2.833200603,0.380112853,-0.149430504,0.000761977,,515.0,512.0,-204.8926742,130.1802542,,,-145.2020279,52.14120161,,,32.42453749,15.15699614,-0.810192111,0.014542405,,17.0,16.3,2.137928685,0.951708812
71,2018-10-26,2019-08-08,1.8,4.483,19,12,3,12,ParW396_0073,-6.644617956,0.117244931,-0.031196917,0.000558514,1.0,52.68888359,16.59958804,,,,,-0.069613351,0.005570817,-0.106596268,0.116800984,-13.49807316,1.230520423,5.718,4.0935,0.025835744,0.0195,0.000123072,579.5595,3.657835845,,,,,0.1945,0.001227569,4.078,0.025737917,42.9625,0.27115382,3989.186,25.17737617,10.93167702,1143.898,7.219605764,38.865,0.24529283,0.2315,0.001461091,13.395,0.084541296,0.0225,0.000142007,3812.8345,24.06435009,0.0055,3.47127,1612.6765,10.17825764,,,71.7,80.5,0.758,0.004784046,6.31140693,7.425184624,24.1335,0.152316339,4.483,1.8,-315.0163801,114.2571974,95.0,9.0,-23.78929294,32.76322028,-2.208793294,1.113160925,-0.068500817,0.006630561,-1.055070958,0.383656004,-0.130972101,0.000644439,,504.0,512.0,-254.9455761,109.206185,-0.038649582,0.00015753,-67.26316161,46.18984857,,,28.64173228,22.03570255,-0.27434988,0.021710433,,14.6,14.5,-0.785556033,0.691225246
72,2018-10-26,2019-08-08,1.8,4.483,19,13,3,13,ParW216_0089,-2.837961578,0.258841708,-0.017762035,0.001077954,1.0,18.88932507,18.08397726,,,,,-0.063341583,0.006600397,0.344222031,0.150051241,-11.42124134,1.485702979,5.734,7.804,0.0495768,0.0325,0.000206464,545.2265,3.463683398,,,,,0.199,0.001264196,4.524,0.028739806,44.7935,0.284561558,4021.0775,25.54486875,10.59850374,1062.156,6.74760325,37.1525,0.236020255,0.1655,0.001051379,10.848,0.068914547,0.0075,4.76456,3632.636,23.07720004,0.024,0.000152466,1691.452,10.74535851,,,71.7,80.2,0.932,0.005920756,6.352742206,7.47381436,24.7695,0.157354248,4.483,1.8,-281.9288559,133.3703957,90.0,8.0,-103.6568993,35.22940457,-3.882148521,1.232267627,-0.134690047,0.005489275,-3.598930328,0.359804568,-0.14539628,0.000248759,,504.0,503.0,-430.6465918,120.4866359,-0.020224774,0.000796028,13.68267006,56.10178431,,,33.16782522,19.15332755,-0.093651872,0.030912413,,16.9,16.5,-0.081655837,0.821550447
73,2018-10-26,2019-08-08,1.8,4.483,19,14,3,14,ParW324_0022,-8.760072206,0.068293744,,,1.0,-60.95414682,16.55261172,,,,,0.093937768,0.012691758,-0.041237763,0.147199503,-3.242730933,1.886770209,5.789,1.921,0.012171321,,,465.6,2.950008777,,,,,0.357,0.002261927,4.1405,0.026233916,53.072,0.336260451,3925.426,24.87122241,11.68224299,1235.236,7.826368216,42.8935,0.271770192,0.258,0.00163467,11.514,0.072951892,0.09,0.000570234,3760.0525,23.82342757,,,1683.1035,10.66402512,,,75.6,85.6,0.7135,0.004520686,6.335929503,7.45403471,25.0645,0.158806905,4.483,1.8,-378.0668266,139.5533772,45.0,7.0,68.66071016,43.91405045,1.842929741,1.52491291,-0.04211308,0.009172195,-2.934207747,0.409335849,-0.063130489,0.003199603,,503.0,504.0,-305.0593977,133.6741604,,,4.451409751,59.83625154,,,35.55114201,17.82201399,-0.314876219,0.02536574,,18.0,17.8,0.18572645,0.891071599
74,2018-10-26,2019-08-08,1.8,4.483,19,15,3,15,ParW219_0031,-10.10624879,0.094035573,-0.025971457,0.001224802,1.0,-74.89927419,16.9181586,,,-0.020052015,1.8286,-0.062362018,0.0086833,0.590685725,0.178144763,-3.036179805,2.134611166,4.941,2.572,0.014087853,0.0335,0.000183493,462.7345,2.534578305,,,0.0005,2.7387,0.2375,0.001300881,4.8725,0.026688593,58.3845,0.3197948,4058.597,22.23052723,10.54590571,1358.3905,7.440437423,50.2185,0.275066416,0.2445,0.001339222,11.739,0.064299106,0.044,0.000241005,4488.7005,24.58637276,0.022,0.000120503,1895.21,10.38080832,,,72.1,80.6,0.8235,0.004510632,5.477392122,6.443990732,32.8975,0.180192507,4.483,1.8,-269.7373567,148.3874397,95.0,9.0,152.8838869,49.6644748,8.354889301,1.836051877,-0.051682741,0.008939229,-2.774438915,0.429192688,-0.121090337,0.001608696,,501.0,511.0,330.1754513,164.1125677,-0.020632457,0.000804348,171.4799264,69.2912747,,,36.56126482,14.98140764,-0.343994446,0.030108202,,18.5,18.5,6.608433296,1.202774209
75,2018-10-26,2019-08-08,1.8,4.483,19,16,3,16,ParW273_0059,-7.499280985,0.112058481,-0.001312489,0.00162357,1.0,21.46948458,17.67307406,,,0.004728383,0.000739448,5.630341659,0.189652268,-0.161956305,0.129724852,21.13381219,2.514926036,5.569,3.4855,0.021628826,0.0505,0.000313371,549.7085,3.411146022,,,0.023,0.000142724,5.899,0.036605493,4.035,0.025038678,78.225,0.485415266,3967.7495,24.62136373,10.08505468,1253.4125,7.777891489,35.306,0.219086882,0.292,0.001811969,12.7715,0.079251915,0.9095,0.005643786,3948.3105,24.5007375,0.0465,0.00028855,1862.8425,11.55963167,,,74.0,82.3,3.9635,0.024594994,6.205372525,7.300438264,24.7475,0.153567457,4.483,1.8,-339.5209549,127.5627551,99.0,9.0,80.91696015,40.29708826,-5.86820856,1.135084418,-0.007515397,0.009387771,-1.68662739,0.410602465,0.754550788,0.029240335,,505.0,509.0,-131.0066485,126.9377932,0.002543301,0.00149497,177.3354429,59.89020266,,,32.14990138,19.30137344,2.913968202,0.127426134,,15.9,16.7,-0.345735514,0.795629684
76,2018-10-26,2019-08-08,1.8,4.483,19,17,3,17,ParW811_0096,-9.226486644,0.147985211,,,,56.31255908,15.51460945,,,,,-0.19792774,0.00370666,-0.552430916,0.098328746,-31.00752376,0.930205534,4.03,5.789,0.025892291,,,606.9125,2.714519763,,,,,0.145,0.000648537,3.8465,0.017204128,36.3885,0.162753778,4144.0455,18.53495094,10.44226044,1382.3055,6.182597325,42.579,0.190441846,0.2735,0.001223275,14.3965,0.064390804,0.024,0.000107344,4166.4875,18.63532661,0.025,0.000111817,1700.66,7.606492173,,,72.9,81.4,0.168,0.000751409,4.472670712,5.261965543,27.341,0.12228729,4.483,1.8,-213.3601794,105.9349535,99.0,9.0,131.2386879,35.33611513,-0.236088359,1.088454358,-0.018083179,0.006991528,-0.19327706,0.368020225,-0.1550866,0.000613516,,510.0,511.0,-101.3562514,106.5086423,-0.015804806,0.000639079,-75.82353076,43.47426641,,,25.56317336,17.49653945,-1.162300475,0.004294613,,13.2,12.9,-0.598491902,0.698922723
77,2018-10-26,2019-08-08,1.8,4.483,19,18,3,18,ParW273_0075,-6.416198464,0.099964527,,,,56.84682761,16.5392103,,,,,-0.029477954,0.006268308,-1.048435762,0.088384577,-14.06904557,1.150612985,6.079,3.5005,0.023329135,,,579.1605,3.85982389,,,,,0.2195,0.001462861,3.095,0.020626674,40.2915,0.26852331,4670.312,31.12536478,11.53374233,1026.5725,6.841607913,40.509,0.269972842,0.166,0.00110631,16.2705,0.108434993,0.051,0.00033989,3551.5865,23.66960181,,,1686.37,11.23883831,0.022,0.000146619,72.1,81.5,0.538,0.003585509,6.664515086,7.840605984,19.1845,0.12785539,4.483,1.8,376.326702,133.3710989,20.0,3.0,-125.1027146,29.3160505,-0.230397591,1.156824179,-0.135617327,0.004740498,1.847257993,0.464640149,-0.09755313,0.001456418,,502.0,503.0,-477.7736468,101.4234155,,,24.97047878,48.15802886,-0.045345047,0.000628259,28.55721393,23.33741346,-0.437131893,0.015363781,,14.5,14.2,-5.154516041,0.547855871
78,2018-10-26,2019-08-08,1.8,4.483,19,19,3,19,ParW110_0015,,,,,,,,,,,,,,,,,,5.511,,,,,,,,,,,,,,,,,,,12.56080617,,,,,,,,,,,,,,,,,,,,,,,5.971663286,7.025486219,,,4.483,1.8,,,90.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,2018-10-26,2019-08-08,1.8,4.483,19,20,3,20,ParW218_0063,-2.336065615,0.3324199,,,1.0,-25.80357552,17.35441776,,,-0.011741124,0.000273035,-0.075766248,0.007269552,-0.763139481,0.119060249,-2.147648193,1.970407015,5.188,9.74,0.055871133,,,508.4895,2.916825917,,,0.008,4.589,0.213,0.001221823,3.4885,0.020010929,57.7335,0.331174133,3971.6015,22.78212271,10.77844311,1286.753,7.381144544,50.732,0.291011737,0.099,0.000567889,14.419,0.082711074,0.115,0.000659669,4303.939,24.68849567,0.005,2.86813,1824.1315,10.46368516,,,74.5,83.5,0.953,0.005466652,5.736255944,6.748536404,24.306,0.139425437,4.483,1.8,-349.2427071,135.5481905,95.0,8.0,92.98485206,43.91604766,9.11353501,1.731450348,-0.198367806,0.003378806,-0.074770593,0.492111144,-0.046484237,0.003924876,,500.0,505.0,173.5796268,146.8906544,-0.038103347,0.000170647,113.9932155,62.25642831,,,34.12935323,16.80739715,-0.172547902,0.032525274,,16.9,17.4,-1.557839005,0.82954806
80,2018-10-26,2019-08-08,1.8,4.483,19,21,3,21,ParW139_0011,-8.924977879,0.085959606,,,,-76.07856615,17.02065887,,,-0.015081597,0.000131379,-0.106399927,0.006249901,-0.42449124,0.142039803,-10.14470542,1.784318719,5.524,2.29,0.013983694,,,453.4375,2.768878235,,,0.0035,2.13725,0.1665,0.001016718,3.784,0.02310668,47.535,0.290268509,4027.1205,24.5912751,10.79812207,1232.286,7.524851573,46.674,0.285010884,0.205,0.001251815,11.375,0.069460488,0.0725,0.000442715,4255.7845,25.98759273,,,1806.561,11.03161391,,,76.0,85.2,0.5305,0.003239454,6.106416508,7.184019421,24.6765,0.150684987,4.483,1.8,-283.0132185,151.165804,90.0,9.0,55.30319059,46.25625281,5.406079454,1.751999409,-0.094062381,0.007695074,-3.09064601,0.426982759,-0.083827718,0.002721429,,503.0,512.0,165.7004432,159.7491522,,,115.8582021,67.81278236,,,37.53694581,16.26775002,-0.535066726,0.01991335,,19.1,19.0,-0.579287543,0.926280443
81,2018-10-26,2019-08-21,1.8,4.483,19,22,1,22,ParW216_0085,-4.339440871,0.36533006,-0.026697472,0.001447917,1.0,65.13321868,25.04885491,-0.022106144,0.000372321,-0.016714793,0.000186161,-0.109931102,0.00823244,-0.099477526,0.174039583,-9.309510014,2.207845387,5.037,8.831,0.046502375,0.035,0.000184303,605.4975,3.188435262,0.009,4.73923,0.0045,2.36961,0.199,0.001047896,4.207,0.022153266,53.3695,0.281033688,4681.6335,24.65259615,15.64039409,1243.862,6.549941927,44.2905,0.233225392,0.1165,0.000613467,14.549,0.076612281,0.0805,0.000423898,4243.092,22.34331959,0.0245,0.000129012,1864.689,9.819099435,,,68.5,81.2,0.717,0.003775586,5.265810779,6.195071504,24.97,0.131487295,4.483,1.8,347.1770985,193.6747192,95.0,9.0,28.76099785,51.45738631,2.226520403,1.832255804,-0.178714132,0.004819494,0.019485258,0.601878274,-0.087537769,0.003330208,,505.0,503.0,61.54584544,175.532675,-0.017747577,0.001013542,129.8497302,77.14040804,,,41.36904762,12.72886634,-0.484779292,0.029661607,,21.3,20.4,-1.66662492,1.032985119
82,2018-10-26,2019-08-21,1.8,4.483,19,23,1,23,ParW566_0022,-6.653468719,0.181587525,-0.021772387,0.001249361,1.0,45.6698571,23.53194902,,,,,-0.069032029,0.008253978,-0.530551775,0.15039445,-15.150661,1.728645236,5.891,4.433,0.027314636,0.0305,0.000187931,574.473,3.539706992,,,,,0.2015,0.001241574,3.6715,0.022622533,42.2005,0.26002511,4216.032,25.97775343,15.59854897,1087.0925,6.69829378,42.1725,0.259852583,0.1505,0.00092733,14.367,0.088524561,0.0645,0.000397427,3911.829,24.10335814,0.066,0.00040667,1731.0795,10.66632237,,,69.8,82.7,0.644,0.003968109,6.161659454,7.249011123,26.18,0.161312245,4.483,1.8,-92.50327989,172.6999356,95.0,9.0,-87.38525717,44.53021341,0.95689488,1.727498281,-0.148815281,0.006164882,-0.094448683,0.588510707,-0.091058157,0.002642092,,505.0,513.0,-172.2443486,160.2389679,0.022122818,0.002703536,43.27726378,70.9096416,,,40.96267191,15.04213267,-0.412615106,0.026379961,,20.9,20.8,1.014958359,1.07240275
83,2018-10-26,2019-08-21,1.8,4.483,19,24,1,24,ParW218_0016,-8.003353596,0.172510891,,,1.0,76.22106268,20.98124119,,,,,-0.128050052,0.006096634,-0.927362035,0.114916436,-14.52601536,1.631173069,5.144,5.065,0.026893608,,,616.019,3.270873375,,,,,0.179,0.000950436,3.374,0.017914913,47.892,0.254291942,4779.2035,25.37611581,16.70673077,1213.243,6.441951021,42.4655,0.225478879,0.1595,0.000846896,16.777,0.089080763,0.038,0.000201768,4094.1475,21.73867698,0.053,0.000281414,1744.6145,9.263371938,,,69.3,83.2,0.44,0.002336266,5.309695602,6.246700708,25.359,0.134648571,4.483,1.8,446.0168931,162.7768321,95.0,9.0,0.132003515,41.32233584,0.443079614,1.446349703,-0.135915035,0.005432475,2.250819601,0.571414653,-0.129426432,0.001294257,,506.0,504.0,-82.62376679,139.4442317,0.010672594,0.001805149,12.07942726,59.42053347,,,34.05940594,15.58951325,-0.754668152,0.014986139,,17.6,16.8,-1.20553666,0.863712475
84,2018-10-26,2019-08-21,1.8,4.483,19,25,1,25,ParW239_0020,-8.001398061,0.120313663,,,,-37.39878872,18.6998495,,,,,-0.083495587,0.007166733,-1.390531899,0.107044752,-13.42272876,1.677870891,5.853,3.1645,0.01939052,,,491.845,3.013787478,,,,,0.1885,0.001155037,2.8155,0.017252018,44.1315,0.270416416,4489.5875,27.5100135,15.52132701,1118.983,6.856584806,40.2065,0.246365921,0.0525,0.000321695,14.7275,0.090242973,0.1005,0.000615815,3897.4375,23.88160566,0.049,0.000300248,1714.2185,10.5038991,0.046,0.000281866,71.3,84.4,0.552,0.003382388,6.127514722,7.20884085,25.9305,0.158889521,4.483,1.8,180.0642522,170.6932277,85.0,9.0,-57.04308766,42.54351208,-1.041440402,1.528643168,-0.246658968,0.00199604,0.26345702,0.559936634,-0.055533809,0.00382099,,507.0,503.0,-190.3509659,148.179802,0.005184929,0.00186297,24.6234756,65.17424792,-0.020524911,0.001748911,38.01980198,16.11664028,-0.510147951,0.020986931,,19.7,18.7,0.70936985,0.985872475
85,2018-10-26,2019-08-21,1.8,4.483,19,26,1,26,ParW145_0038,-2.782590124,0.235297094,,,,81.00806194,22.91091192,,,,,-0.038651395,0.007358424,-0.598096938,0.133965468,-4.403746205,1.817147389,6.711,6.1395,0.043541782,,,597.804,4.239669544,,,,,0.192,0.001361678,3.4955,0.024790341,47.414,0.336263544,4223.9225,29.95636627,14.72392638,1176.0775,8.340827358,45.295,0.321235442,0.049,0.000347512,19.789,0.14034503,0.076,0.000538998,3997.4885,28.35047983,,,1780.9685,12.63075842,,,69.5,81.5,0.825,0.00585096,7.092072893,8.343615169,22.9735,0.162929737,4.483,1.8,-57.69153683,161.88235,50.0,5.0,43.79036508,45.07331502,4.960502411,1.735936453,-0.254574665,0.001877931,5.398243586,0.758415862,-0.06659704,0.002912709,,504.0,511.0,14.64877606,153.2042391,,,142.0181396,68.25583709,,,38.32512315,18.5050231,-0.080850013,0.031618227,,19.9,19.0,-0.66317988,0.880462217
86,2018-10-26,2019-08-21,1.8,4.483,19,27,1,27,ParW396_0051,37.82587299,1.587539625,-0.026605231,0.000726087,1.0,98.36961933,20.55071966,-0.021344577,0.00024753,-0.015316682,6.679,0.145408463,0.013234585,-0.698421311,0.114292688,39.2518236,3.119863636,6.259,48.1015,0.31315137,0.022,0.000143225,622.6745,4.053748282,0.0075,4.88267,0.002,1.3024,0.401,0.002610598,3.463,0.022544894,94.53,0.615411142,4689.814,30.53172315,16.06714628,1104.489,7.190466908,41.783,0.272016542,0.074,0.000481756,17.862,0.116285558,0.1895,0.001233687,3910.424,25.45772241,0.0465,0.000302725,1688.6185,10.99327874,,,70.0,83.4,2.455,0.015982591,6.51022048,7.659082918,25.8825,0.168500782,4.483,1.8,391.3642323,154.7823988,95.0,9.0,-54.18287352,36.45250257,0.897484421,1.37900415,-0.226910975,0.002442292,3.427034779,0.589516601,0.03879747,0.006254249,,504.0,508.0,-135.7241698,129.0594482,0.001988763,0.001534684,19.11765456,55.73108488,,,33.00395257,19.72557822,1.45486606,0.081024704,,16.6,16.8,1.290028918,0.854224802
87,2018-10-26,2019-08-21,1.8,4.483,19,28,1,28,ParW231_0062,-4.033955189,0.21732305,-0.031830052,0.000531737,,-51.56643223,18.46196239,-0.02677882,5.9819,,,-0.049748016,0.007582182,-0.904133789,0.126868608,-11.7162706,1.642891362,6.47,5.5175,0.03763776,0.0135,9.2096,468.721,3.197391663,0.0015,1.02323,,,0.1925,0.001313143,3.221,0.02197213,41.7105,0.284529187,4161.241,28.38600635,14.92178099,1137.7535,7.761213079,36.6335,0.249896308,0.057,0.000388827,13.304,0.090753558,0.086,0.000586651,3892.432,26.55231924,,,1776.7905,12.12041946,,,70.7,83.1,0.6625,0.00451926,6.82152424,8.025322635,24.808,0.169228373,4.483,1.8,-128.2012837,163.9027798,90.0,9.0,-6.801961621,44.81378544,-3.95720891,1.442918707,-0.245336107,0.002245114,-1.107312543,0.524017374,-0.060365916,0.003387364,,503.0,510.0,-119.8447674,153.3149425,,,123.6348318,69.98414704,,,39.38795656,17.31880716,-0.287189978,0.026094521,,20.2,19.7,0.726898104,0.977136426
88,2018-10-26,2019-08-21,1.8,4.483,19,29,1,29,ParW566_0033,4.088016956,0.594211437,,,1.0,101.095526,26.66144106,,,-0.014163394,0.000107038,0.021347679,0.011474487,-0.458611235,0.157495894,-1.822365293,2.235619648,6.32,13.8785,0.093246477,,,622.709,4.183839799,,,0.0025,1.67969,0.268,0.001800631,3.6785,0.024715003,52.2155,0.35082404,3753.6165,25.21969347,14.21446384,1178.5635,7.918499455,46.994,0.315741972,0.1515,0.001017894,14.426,0.096925005,0.1,0.000671877,3999.257,26.87009599,0.007,4.7314,1760.2555,11.82675538,0.009,6.04689,68.8,80.2,1.047,0.007034554,6.718772009,7.904437658,26.2505,0.176371125,4.483,1.8,-538.7988897,160.7120261,95.0,9.0,29.34862531,50.46049003,6.305984065,2.012059824,-0.150365713,0.00648651,0.006880403,0.617652786,-0.047797305,0.004281525,,505.0,518.0,-24.19972279,171.2291853,-0.037890605,0.000299707,101.7047688,75.36577801,-0.058427911,0.000385337,42.81524927,15.69247435,0.080659951,0.044827566,,21.5,22.3,2.000610151,1.123921701
89,2018-10-26,2019-08-21,1.8,4.483,19,30,1,30,Zinc 32,,0.125365688,,4.51877,1.0,,15.11442055,,0.000451877,,0.000165688,,0.007019153,,0.114219394,,1.467635611,2.301,4.1615,0.010287314,0.0015,3.7083,501.7215,1.240265936,0.015,3.7083,0.0055,1.35961,0.233,0.000575981,3.7915,0.009372667,48.718,0.120431905,4006.131,9.903238781,13.30845771,1615.421,3.99335416,46.554,0.115082452,0.1295,0.000320127,17.2605,0.042668313,0.0915,0.00022619,4880.619,12.06499122,0.0005,1.2361,1963.9855,4.855012821,,,69.7,80.4,0.678,0.00167603,2.472020705,2.908259653,37.18,0.09190973,4.483,1.8,,120.6851783,30.0,3.0,,48.66475197,,1.402444851,,0.003901203,,0.519974639,,0.002756449,,522.0,517.0,,147.0292346,,1.5626,,59.16529947,,,30.12512031,8.205845089,,0.020424832,,15.2,16.1,,1.120051973
